description,poster,rating,title,votes
The story of a Kiwi who spends his whole life working towards achieving his dream.,"https://m.media-amazon.com/images/M/MV5BY2FlNjEyMGEtY2EyNS00ZmZiLThiYjQtNWFkNWNlZjdjMjUwXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.0,Kiwi!,8.2K
"A distress signal from a point near Jupiter takes the crew of the space-ship Starlight on a voyage through the sea of stars to a mysterious planet called Odin, the possible birthplace of the universe.","https://m.media-amazon.com/images/M/MV5BZWU2NGU3MDktNjhjNC00NTAxLThhNzQtOWU2YTM3ZTBjNTk3XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.4,Ôdîn - Kôshi hobune stâraito,183
"This award winning series is set in the timeless watercolour landscape of mossy forests, lazy rivers and sunny meadows that is the idyllic home of Little Nutbrown Hare and his father, Big Nutbrown Hare.","https://m.media-amazon.com/images/M/MV5BYzcxYTQzODgtNzE4MS00ZThjLWIzYWMtZjg3YjVhMTgzMzU4L2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg",7.6,Guess How Much I Love You: The Adventures of Little Nutbrown Hare,69
"When the riot squad starts shooting citizens during the holiday season, the Major and her team must track down a terrorist hacker who operates under the name Fire-Starter.","https://m.media-amazon.com/images/M/MV5BNTM5MDM2NGUtNDZjNi00YTIzLTljZGQtYTI1MDk0MGY0OGFkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.2,Ghost in the Shell Arise: Border 4 - Ghost Stands Alone,2.1K
Kajko i Kokosz is a new animated series based on the iconic comic books by Janusz Christa.,"https://m.media-amazon.com/images/M/MV5BMDU5MDQzYmUtODhhMS00YzQ1LTk4NmMtNWQ2MmNkOWQyODI3XkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_QL75_UY281_CR5,0,190,281_.jpg",6.4,Kajko i Kokosz,235
Saladin is an animated action/adventure TV series for children. The series is inspired by the 12th Century Muslim warrior and statesman Saladin Yusuf. The series depicts adventures during a fictional time in Saladin's life as a young man.,"https://m.media-amazon.com/images/M/MV5BOTQ3OTA5MTItOWEyYy00ZWI1LTgyNzUtOTcxNjIwMmVjYzM5XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR11,0,190,281_.jpg",8.7,Saladin,92
"When Tubby the Tuba sets out to find a melody all of his own, his journey results in this enchanting and exciting musical tale. Tubby joins the circus and striving to be part of an orchestra, he travels to the Singing City where along the way he encounters many colorful characters.","https://m.media-amazon.com/images/M/MV5BMjE1MTI5MDgyN15BMl5BanBnXkFtZTgwOTY0OTk1MDE@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.3,Tubby the Tuba,116
"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker -- leaving the village under the protection of the Kulipari youth.","https://m.media-amazon.com/images/M/MV5BZmNkZjJmODMtNGEzMy00OTYxLWIxYTAtMGY1YjFhMjVhNjJlXkEyXkFqcGdeQXVyMjQ0NzgwMTg@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.6,Kulipari: Dream Walker,86
The series tells about the adventures of Smeshariki - spherical anthropomorphic animals that find themselves in various situations.,"https://m.media-amazon.com/images/M/MV5BMjgyOTgyOWUtMDIyNC00YWQzLTlkNjQtMGY5ZjIxZjgyZmE1XkEyXkFqcGdeQXVyODkwODkyOTA@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.5,Smeshariki,79
Three aviation focused war stories of Axis participants.,"https://m.media-amazon.com/images/M/MV5BMWFlZGRmNzQtYzRkZS00ZTkwLTkzZjYtNzAwNjM3OTVhMDgwXkEyXkFqcGdeQXVyNjU5MjcxOTg@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4,Za kokupitto,281
"Hiyori is a sweet shy wallflower who is infatuated with Tomoki. She joins the New World Discovery Club in order to get closer to her crush, but Tomoki's love of peace and quiet leads him to try and scare Hiyori away with his usual perverted antics. Hiyori remains committed to her cause until a tragic accident changes everything. It seems Hiyori has a mysterious connec...","https://m.media-amazon.com/images/M/MV5BODgzZDk2OTMtOTNmNy00MWMwLWIyMDItNTRiYjY2MWM0NDMxXkEyXkFqcGdeQXVyMzUwNzgzNzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.0,Gekijouban Sora no otoshimono: Tokei jikake no enjeroido,522
"The sleeping souls of ancient warriors awaken to fight for the destiny of earth! Nearly 500 years ago, a bloody civil war erupts within the Inca Empire. The losing side decides to unleash a mystical weapon of awesome power that almost destroys the entire Earth. Now in present day Japan, Kyoji Miura discovers that he is the reincarnated soul of an ancient Inca warrior....","https://m.media-amazon.com/images/M/MV5BY2YwNjdkNWMtYjc3NC00ZDU1LThiNzktYTcyNDM5MmMxMzk0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.5,Jikû Tenshô Nasuka,45
Watch how super spy Lance Sterling and scientist Walter Beckett handle their toughest mission yet - making it through their lunch break. With a little help from the Audi RSQ e-tron.,"https://m.media-amazon.com/images/M/MV5BMjc4ZTFhZTUtZjg0MS00OTI3LWE4MzMtMmFmMTNiNTY3M2RmXkEyXkFqcGdeQXVyNTMyODM3MTg@._V1_QL75_UY281_CR246,0,190,281_.jpg",6.5,Audi Presents: Lunch Break,67
"In a city known as Fukuoka, crime exists in the underworld from a seemingly peaceful surface. In the Hakata ward of the city, there are various individuals with special talent that consists of professional killers, detectives, informants, and professional revenge seekers. Furthermore, according to an urban legend, an individual known as ""killer of professional killers...","https://m.media-amazon.com/images/M/MV5BY2U2ZjY4ZjAtMzBkNi00Y2Q4LWI4N2MtODRhYzNlMzYyYmU1XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.1,Hakata Tonkotsu Ramens,297
A collection of visionary director David Lynch's short films from the first 29 years of his career is accompanied by a special introduction to each film by the director himself.,"https://m.media-amazon.com/images/M/MV5BNzZjYTk5NzMtMTQwMy00MWQ5LTg2MmUtOWRhNTYxODQ2MDBkXkEyXkFqcGdeQXVyMzg4NzMzODU@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4,The Short Films of David Lynch,3.2K
The fantastic adventures of a plucky literary girl and her friends.,"https://m.media-amazon.com/images/M/MV5BNjBiZTdkZmEtY2FiNS00ZDdkLWIyMzYtNWI2NmZiZjg0OTNhXkEyXkFqcGdeQXVyMjQwNTA0ODI@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.9,Wandering Wenda,13
"With her previous triumphs under her belt, Leila Malcal has now been promoted to Lieutenant Colonel and commanding officer of W-0. After having foiled an attempt to kidnap the General of the European army, she recruits the three perpetrators in order to make up for the lack of W-0's pilots. Ayano Kosaka, Yukiya Naruse, and ringleader Ryou Sayama accept, in hopes of fi...","https://m.media-amazon.com/images/M/MV5BYmE3ZDYxZDQtNjRlYS00ZDA3LWI0OGMtOTJlYjVlZDYyYTAyXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.8,Code Geass: Boukoku No Akito 2 - Hikisakareshi Yokuryuu,570
"Made of three stories In Elemental My Dear, Jasmine matches wits with a crafty mermaid who has eyes for Aladdin. Garden Of Evil blooms with mystery as Jasmine, Aladdin, Genie and the Sultan discover the secret behind a most unusual magicians power. Finally, in Do The Rat Thing, Princess Jasmine learns about kindness and compassion when shes transformed into a street r...","https://m.media-amazon.com/images/M/MV5BYjI1YTk5OTktODQ1OC00ZDYwLWIwM2MtOWZlZTU4ZjZmMmUxXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.3,Jasmine's Enchanted Tales: Journey of a Princess,64
"Tang Yuan, Jiao Zi and their family enjoy Chinese New Year together, learning about traditions, and sharing Peppa Pig stories.","https://m.media-amazon.com/images/M/MV5BMjA0NDQ2ODAwOV5BMl5BanBnXkFtZTgwMDAxODAzNzM@._V1_QL75_UX190_CR0,2,190,281_.jpg",3.5,Xiao zhu pei qi guo da nian,76
"A tilted figure, consisting largely of right angles at the beginning, grows by accretion, with the addition of short straight lines and curves which sprout from the existing design. The figure vanishes and the process begins again with a new pattern, each cycle lasting one or two seconds. The complete figures are drawn in a vaguely Art Deco style and could be said to ...","https://m.media-amazon.com/images/M/MV5BMWEwMjY3ZWItYzg1Zi00NmRkLWEwOGYtNGMzYjk4NjJjZTQ4XkEyXkFqcGdeQXVyMzQ5MjE2ODI@._V1_QL75_UY281_CR116,0,190,281_.jpg",6.0,Symphonie diagonale,1.4K
"The Rolling Stones perform in the music video for ""Harlem Shuffle"" of the album ""Dirty Work"" recorded by ""Rolling Stones Records"". The band plays in a neon painted abstract cityscape while animated sequences feature four cats lusting after an animated woman.","https://m.media-amazon.com/images/M/MV5BMzUyMDZmZDEtYWU4MC00Y2Q5LTk5ZjMtZjk1NDU0MjZiODc5XkEyXkFqcGdeQXVyNTk1NTMyNzM@._V1_QL75_UY281_CR45,0,190,281_.jpg",6.3,The Rolling Stones: Harlem Shuffle,86
"The Sandman's everyday life, travels and fantastic adventures. The character often showcased socialist technological achievements, such as the use of awe-inspiring vehicles like futuristic cars and flying devices.","https://m.media-amazon.com/images/M/MV5BMDYxODY4NTktNTE3MS00MzBkLWFlYzMtNzYwNTNlN2Y0OGIyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.4,Unser Sandmännchen,132
"Dragon Ball Xenoverse 2 gives players the ultimate Dragon Ball gaming experience. Develop your own warrior, create the perfect avatar, train to learn new skills and help fight new enemies to restore the original story of the DRAGON BALL series. Join 300 players from around the world in the new hub city of Conton and fight with or against them.","https://m.media-amazon.com/images/M/MV5BZDIzNTAyNDgtZDEwMi00MjM4LWFkNzgtNTY4YTMwOWQ1YTMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_QL75_UY281_CR18,0,190,281_.jpg",7.1,Doragon bôru: Zenobâsu 2,358
"June, Quincy, Leo, and Annie go adventures in their favorite rocket-ship Rocket. They zoom around the world and make new friends.","https://m.media-amazon.com/images/M/MV5BMmVhYzdlNzEtZDkyOC00YWM3LWEzMzUtYjMyZTVhNTM5ZjFjXkEyXkFqcGdeQXVyNjc1MjM1MzI@._V1_QL75_UX190_CR0,28,190,281_.jpg",5.0,Little Einsteins Reboot,16
"Love stories in Yopougon, a neighborhood of the Ivory Coast capital.","https://m.media-amazon.com/images/M/MV5BNTU2NzM0ZGMtMmVlYi00YTIzLWE2YjgtOTA3MTdjYTM1M2Y4XkEyXkFqcGdeQXVyNjU3ODUxMTc@._V1_QL75_UY281_CR9,0,190,281_.jpg",6.7,Aya de Yopougon,319
"In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow","https://m.media-amazon.com/images/M/MV5BN2RmMGExZmYtZmIxNS00MWVkLThiMjAtMGI2YjE0MTNiZWE2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",5.1,The Larva Island Movie,574
"Koshiro and Nanoka fall deeply in love, then discover they are the children of their divorced estranged parents... making them brother and sister. How will their relationship turn out?","https://m.media-amazon.com/images/M/MV5BZjVjNzI3ZGEtOTIwOS00ZTg1LWIxZDMtMDRiOTlmNDVjZDViXkEyXkFqcGdeQXVyMjgzMDQzNDc@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.3,Koi kaze,405
Two military strategic geniuses battle each other in the backdrop of a centuries long galactic civil war.,"https://m.media-amazon.com/images/M/MV5BZGVlYWJkMGItNjZjZS00YjZmLWJmNDMtY2VlZWNkZTlhMDc1XkEyXkFqcGdeQXVyMTI0MzA4NTgw._V1_QL75_UX190_CR0,2,190,281_.jpg",8.4,Ginga Eiyû Densetsu Gaiden,174
"Kiko, a Japanese illustrator on assignment in France, gets suddenly overwhelmed by a strange new inspiration, while she realizes she's been spying on a gay couple on the beach next to the chapel where she's working. Obsessed by such a vision, she will continue spying on those men and drawing them secretly. These drawings will slowly push her towards an encounter that ...","https://m.media-amazon.com/images/M/MV5BOWU5NGE4YjYtN2FkNy00OTEzLWI3ZDItYjhlNWIxM2YwNWVkXkEyXkFqcGdeQXVyNDU2NzQ2Nw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.5,Kiko's Saints,35
Santa and his sleigh crash into some trees while attempting to deliver presents on a foggy Christmas Eve. Rudolph is enlisted to lead the sleigh and is hailed as a hero.,"https://m.media-amazon.com/images/M/MV5BZmQ1ZTA0NzUtZGMwNy00ZmE1LWFiZjQtNWI3OGVjMzU2NTNjXkEyXkFqcGdeQXVyMDU4MTQ0Ng@@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.5,Rudolph the Red-Nosed Reindeer,628
A teenage girl has to overcome stage fright to dance at a performing arts school.,"https://m.media-amazon.com/images/M/MV5BMjEzODY0ODExNV5BMl5BanBnXkFtZTgwMDIyNjA2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",5.8,Twinkle Toes,29
"An animated music video set in the universe of Helluva Boss (2019), where Moxxie sings about how much he loves Millie.","https://m.media-amazon.com/images/M/MV5BZDllNjc0YmQtYjE2Zi00NWM2LTgzYjUtZWE0Y2M4Zjg0YmYyXkEyXkFqcGdeQXVyODg5MjYxNzg@._V1_QL75_UY281_CR194,0,190,281_.jpg",8.2,Oh Millie,171
"The story centers around the misadventures of a super dad trying to do his best to improve his somewhat undisciplined son's education, judging what would be best for him, even with some dislike at times of Bobi. The little puppy, who loves his father unconditionally, is very witty and motivated by a desire to fulfill his ambitions as well as make his father proud.","https://m.media-amazon.com/images/M/MV5BMTIyMjY2MTYtMTM4MC00OGMzLTkwZDQtMDhiMDE5YTJmMjgzXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.5,Augie Doggie and Doggie Daddy,56
"To save their kingdom from evil rodents, two young mice go on a quest to a forbidden world to find a legendary magic crystal that has the power to restore order to their kingdom.","https://m.media-amazon.com/images/M/MV5BNTA1MjIyMTcxMV5BMl5BanBnXkFtZTgwMDYwODM2MzE@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.0,Rodencia y el Diente de la Princesa,413
Fred the coconut and his fruity friends have fun and adventure on their tropical island paradise.,"https://m.media-amazon.com/images/M/MV5BYzA5Y2FjMDQtZGNmYy00Y2VkLWI5MjAtMDQyNjQ4YzZjMGE0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR39,0,190,281_.jpg",3.8,Coconut Fred's Fruit Salad Island!,289
"A young hero, an exalted heiress, a troubled rogue, and a party girl... These are the four members of RWBY, a team brought together and trained for the sole purpose of combating the rampant evils that plague the fantastic world of Remnant.","https://m.media-amazon.com/images/M/MV5BOTM4MTllODUtNTQzOS00ZDVlLWIyMjAtMzI1OGZmZWY1NGMxXkEyXkFqcGdeQXVyMjIxNjY2NjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.9,RWBY: Volume 1,954
"Remi, Nobody's Girl tells the story of Remi, a cheerful and tender-hearted girl, who is an excellent singer and lives in the French country town of Chavanon with her mother. One day her father returns to the town after a long period working in a city. She discovers that she was a ""foundling"" or an abandoned child and was adopted by Mother Barberin. Her stepfather Jero...","https://m.media-amazon.com/images/M/MV5BZmMwNzA5YzktYjU3YS00MGNhLWIxZjktMjRkN2ZkZjAyNDQzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR19,0,190,281_.jpg",8.2,Ie naki ko Remi,694
A TMNT one hour TV special based on the Half Shell Heroes toy-line. The turtles get snapped back into the past and must find their way through the pre-historic dinosaurs and triceratons in order to get back home.,"https://m.media-amazon.com/images/M/MV5BZWUyMzUwNGUtNDk2Mi00NWE0LTlhNDUtY2U1NDY1NTMyOWY1XkEyXkFqcGdeQXVyNDg1OTg2ODc@._V1_QL75_UY281_CR18,0,190,281_.jpg",6.9,Half-Shell Heroes: Blast to the Past,135
"Space Ranger Roger monitors the universe for friends in need and he and his helpful ""bots"" help people solve problems and predicaments.","https://m.media-amazon.com/images/M/MV5BZDM2NzM3NDEtZTA3My00ZTQ1LWI1NDAtMWU2MjdjMmMzZDBkXkEyXkFqcGdeQXVyNjcyNjg3NjQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.7,Space Ranger Roger,10
"When Minty breaks a magic candy cane, she must make it right by going to the north pole so that Christmas can come to Ponyville. But is the magic of Christmas in Ponyville already?","https://m.media-amazon.com/images/M/MV5BNjAwMzY1Nzc2Nl5BMl5BanBnXkFtZTcwOTcxOTAzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.1,My Little Pony: A Very Minty Christmas,272
"After being flushed down a toilet, 15-year-old Yuuri Shibuya is transported to an alternate world called the New Demon Kingdom, and is told that he is to be the new king of the demons. Helped by four of his subjects, Conrad Weller, Günter von Kleist, Wolfram von Bielefeld, and Gwendal von Voltaire, he must learn how to rule an entire country, as well as how to prevent...","https://m.media-amazon.com/images/M/MV5BNjc2MjQ3MjAxOV5BMl5BanBnXkFtZTcwNTgxMjE1MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.6,Kyô kara maô!,338
"Welcome to FunFest ? the annual talent competition for the funniest comic strip in Cartoon World. As you can probably guess, a certain lasagna-loving, tubby tabby wins it every year. So why should this year be any different? Well, there?s a new contender, that?s why.","https://m.media-amazon.com/images/M/MV5BMTY1MTgwODQ1NF5BMl5BanBnXkFtZTcwMTY3NjQ3MQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg",4.4,Garfield's Fun Fest,789
"While vacationing in the Ozark Mountains, Bugs Bunny encounters Curt and Pumpkinhead Martin, two dimwitted hillbillies who are duped by Bugs into a violent square dance.","https://m.media-amazon.com/images/M/MV5BZGJkYTdkMzgtNDRkNi00Y2I2LWFmODYtNmY4OWU1NTUxM2VmXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.9,Hillbilly Hare,1.1K
A man is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,"https://m.media-amazon.com/images/M/MV5BZmNiZmMzN2MtOTNkMy00YjA1LTg4NzktMWI4Njg1NzI3ODAyXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UX140_CR0,20,140,140_.jpg",4.6,Noah,271
"SpongeBob lives above ground like all Hollywood superstars. Afraid that ,SpongeBob is becoming old news.","https://m.media-amazon.com/images/M/MV5BMDZjYzkxZTEtMjVjNC00NzAzLTk4ODctMThiNzM4OTdkMDE3XkEyXkFqcGdeQXVyMTAzOTcxNjg5._V1_QL75_UY281_CR4,0,190,281_.jpg",7.4,A Day With SpongeBob SquarePants,35
"Lars is a young polar bear who finds the big, frosty world just a little overwhelming. Then he meets Robbie, who's funny, friendly, and a seal!","https://m.media-amazon.com/images/M/MV5BODgxNjYzNzA1OF5BMl5BanBnXkFtZTgwMDUwNjgwMzE@._V1_QL75_UX190_CR0,23,190,281_.jpg",5.9,Der kleine Eisbär,727
Chio makes her way to school but encounters abnormal situations resulting in her creating unique solutions.,"https://m.media-amazon.com/images/M/MV5BNDE4ZDE3NzctMGUzNy00NmVhLTgyNDctMmQ3OGJmMDA0OTM0XkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4,Chio-chan no Tsuugakuro,310
"Following the destruction of their village by loggers, a young koala and his friends help to rebuild anyway they can.","https://m.media-amazon.com/images/M/MV5BY2M2MmQzNmQtMTU1Yy00OGQyLWE2OTQtZWVjMDFkMmM1ZTBlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR29,0,190,281_.jpg",6.4,The Adventures of Blinky Bill,525
"In the international race to the moon, the Norwegian mission is led by brilliant inventor Reodor from the village of Pinchcliffe. With Luca the Magpie as the brave astronaut, what could possibly go wrong?","https://m.media-amazon.com/images/M/MV5BM2M3Mzg4NmUtYjQ5Mi00ZTdlLTk5MzUtZDU0NmNiYTJlZGI2XkEyXkFqcGdeQXVyNjk4MzY1MTk@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.6,Månelyst i Flåklypa,570
"Join Polly and her friends as they participate on a TV show called ""Roll Like That"" in Polly's amusement park. Watch as their friendship is put to the test and they endure the challenges that threaten them.","https://m.media-amazon.com/images/M/MV5BZTgzNzA3NTktY2Q5OC00ZjAyLWEwNDktZDU2MjYzYmZhYWE4XkEyXkFqcGdeQXVyMzQ2NDE1OTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.3,Polly World,182
"A work where puppets, sculptures, painting and animation reinterpret Nature, to make us rediscover it as we have never seen it","https://m.media-amazon.com/images/M/MV5BNWY0YzUwMjQtZWI3Mi00M2U2LTk5OTktNDA2M2ZiNzJiMmJhXkEyXkFqcGdeQXVyNjMxNTMxODU@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.6,Bonjour le monde,32
